country,equipment_type,destroyed,abandoned,captured,damaged,type_total,date_recorded
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,0,0,0,0,0,2022-02-23
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,13,0,0,0,13,2022-03-19
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-26
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
Russia,Aircraft,15,0,0,0,15,2022-03-27
